,ZIPCODE,Population 25 years and over,Less than 9th grade,"9th to 12th grade, no diploma",High school graduate (includes equivalency),"Some college, no degree",Associate's degree,Bachelor's degree,Graduate or professional degree,Score
14642,45242,15712,205,232,2030,2548,1096,4989,4612,5.387538187372709
14643,45243,10658,155,95,972,946,489,4197,3804,5.7515481328579465
14644,45244,18924,334,732,3984,2980,1512,5795,3587,4.920154301416191
14645,45245,14664,207,701,4160,3037,1733,3282,1544,4.460038188761593
14646,45246,9953,367,591,2800,1973,813,2161,1248,4.381392544961318
14647,45247,16633,251,662,5089,3046,1789,3999,1797,4.481693019900199
14648,45248,17142,149,607,5618,3419,1605,3877,1867,4.448080737370201
14649,45249,9203,198,355,1488,873,546,3011,2732,5.300880147777898
14650,45251,15450,328,932,5704,3355,1823,2413,895,4.050614886731392
14651,45252,3473,33,79,992,624,310,896,539,4.711200691045206
14652,45255,15032,206,371,3084,2696,1317,4485,2873,4.962080894092603
14653,45301,58,0,0,0,0,0,29,29,6.5
14654,45302,2631,13,53,1094,463,354,448,206,4.2390725959711135
14655,45303,1714,90,151,753,303,119,181,117,3.7123687281213535
14656,45304,4854,21,257,2150,1193,484,515,234,3.8947259991759373
14657,45305,7753,59,127,1231,1320,680,2357,1979,5.247130143170386
14658,45306,1641,6,53,742,349,222,174,95,3.9932967702620354
14659,45307,224,7,23,83,74,18,16,3,3.5937499999999996
14660,45308,2830,95,231,1493,509,200,212,90,3.5243816254416958
14661,45309,9102,150,347,3198,2343,1102,1361,601,4.141177763128983
14662,45310,181,6,3,107,18,16,27,4,3.7292817679558015
14663,45311,4247,79,376,2089,856,323,333,191,3.6430421473981633
14664,45312,930,36,12,419,269,92,97,5,3.7311827956989245
14665,45314,2424,42,68,513,461,225,614,501,4.899752475247524
14666,45315,2904,68,141,713,684,268,502,528,4.570592286501377
14667,45316,79,0,8,16,28,3,19,5,4.30379746835443
14668,45317,691,26,52,418,114,39,25,17,3.3342981186685963
14669,45318,3765,76,421,1755,755,355,274,129,3.5922974767596285
14670,45319,244,6,4,96,27,48,28,35,4.35655737704918
14671,45320,10629,252,928,4525,2017,1039,1238,630,3.837049581334086
14672,45321,590,10,47,290,78,65,71,29,3.796610169491525
14673,45322,15162,178,748,4705,3576,1946,2634,1375,4.303653871520908
14674,45323,3567,49,168,1074,912,413,516,435,4.334454723857584
14675,45324,26126,885,1534,6381,6626,2560,4552,3588,4.395161907678175
14676,45325,1776,77,43,610,463,188,209,186,4.1334459459459465
14677,45326,660,24,37,337,118,54,63,27,3.663636363636364
14678,45327,6428,163,309,2163,1498,740,1013,542,4.17454884878656
14679,45328,359,9,34,209,58,22,21,6,3.3816155988857934
14680,45330,615,11,35,264,150,91,52,12,3.778861788617886
14681,45331,15935,382,1245,7591,2790,1449,1588,890,3.7532475682459996
14682,45332,482,2,23,296,119,20,20,2,3.4149377593361
14683,45333,950,76,111,373,218,132,15,25,3.3831578947368417
14684,45334,1442,27,71,718,281,100,151,94,3.821775312066574
14685,45335,4924,87,433,2058,1018,478,430,420,3.8807879772542653
14686,45336,103,0,2,57,15,18,7,4,3.8349514563106792
14687,45337,1381,62,93,685,312,108,87,34,3.5126719768283854
14688,45338,3532,24,167,1553,772,380,479,157,3.9575311438278598
14689,45339,1048,23,301,368,149,65,96,46,3.385496183206107
14690,45340,464,0,50,235,101,32,29,17,3.5818965517241383
14691,45341,2773,170,347,1165,575,221,180,115,3.4796249549224663
14692,45342,25439,680,1516,7316,5561,2736,4919,2711,4.327017571445419
14693,45344,10758,377,987,3820,2615,961,1442,556,3.8687488380739916
14694,45345,4171,106,337,2075,902,378,231,142,3.5682090625749225
14695,45346,1412,17,104,841,174,77,140,59,3.5991501416430594
14696,45347,3077,106,273,1185,732,333,331,117,3.7715307117322063
14697,45348,653,27,42,313,130,46,60,35,3.6830015313935687
14698,45349,231,0,14,107,62,21,16,11,3.7878787878787885
14699,45350,56,0,0,16,9,12,14,5,4.696428571428571
14700,45351,137,5,10,57,18,17,13,17,4.014598540145985
14701,45352,143,0,17,63,36,19,2,6,3.6083916083916083
14702,45353,112,12,10,50,21,13,6,0,3.2767857142857144
14703,45354,310,6,27,146,69,22,26,14,3.6709677419354843
14704,45356,17618,448,1406,7527,3772,1828,1715,922,3.792314678170053
14705,45358,213,3,12,94,48,41,14,1,3.741784037558685
14706,45359,1336,12,86,637,201,115,134,151,3.9932634730538927
14707,45360,295,14,29,180,44,11,17,0,3.2033898305084745
14708,45361,217,3,13,125,46,14,9,7,3.506912442396313
14709,45362,804,15,45,442,115,94,54,39,3.67910447761194
14710,45363,1035,23,24,461,196,108,142,81,4.055072463768116
14711,45365,19957,660,1687,8243,3909,2141,1957,1360,3.8265270331212107
14712,45368,3361,43,354,1357,813,319,308,167,3.7744718833680455
14713,45369,2419,9,87,1069,426,309,364,155,4.0959073997519635
14714,45370,1793,34,37,613,221,158,406,324,4.643056330172895
14715,45371,13890,230,625,4379,2982,1444,2513,1717,4.381713462922966
14716,45372,213,5,9,99,50,26,19,5,3.751173708920187
14717,45373,24466,464,1841,7452,5417,2201,4358,2733,4.269353388375705
14718,45377,11125,241,510,3499,2708,1397,1860,910,4.234157303370786
14719,45378,250,4,18,136,50,31,9,2,3.484
14720,45380,3410,63,158,1699,553,292,456,189,3.8730205278592376
14721,45381,3699,110,268,1704,722,259,306,330,3.808326574749932
14722,45382,798,10,78,406,182,63,41,18,3.507518796992481
14723,45383,5140,61,646,1926,1231,357,625,294,3.822568093385214
14724,45384,290,13,0,58,92,55,15,57,4.548275862068966
14725,45385,27270,834,1946,9229,5798,2283,4016,3164,4.153428676200953
14726,45387,4127,75,120,532,890,183,1062,1265,5.236976011630725
14727,45388,466,1,10,194,95,51,76,39,4.221030042918455
14728,45389,307,21,15,155,56,34,21,5,3.4885993485342026
14729,45390,2063,173,164,1094,351,180,65,36,3.2617547261269992
14730,45402,6922,120,1141,1845,1828,459,812,717,3.963449869979775
14731,45403,9313,1015,1506,2900,2211,775,640,266,3.3445721035112204
14732,45404,6763,480,1146,3016,1288,508,261,64,3.1829069939376016
14733,45405,11506,511,1217,3094,3510,1336,1130,708,3.8834521119415957
14734,45406,13488,390,1476,4019,3691,1469,1493,950,3.938018979833927
14735,45409,4519,46,165,727,956,368,1385,872,5.0088515158220845
14736,45410,11162,509,1520,3115,2773,1200,1205,840,3.8609568177745923
14737,45414,13966,428,1533,4736,3031,1088,2030,1120,3.958613776313905
14738,45415,9647,202,476,2321,2742,957,1863,1086,4.421063543070384
14739,45416,4535,121,458,1685,1149,426,372,324,3.8187431091510478
14740,45417,19436,739,3326,6881,5335,1240,1236,679,3.4854393908211567
14741,45418,1230,25,143,348,369,115,182,48,3.9300813008130087
14742,45419,10509,59,231,1476,2236,865,2896,2746,5.216100485298316
14743,45420,17898,262,1269,5404,4988,2060,2489,1426,4.144597161694044
14744,45424,33969,635,1875,9547,8988,3842,5342,3740,4.3104006594247695
14745,45426,10606,259,778,3596,2996,1135,1063,779,3.968791250235716
14746,45428,331,39,51,130,46,9,43,13,3.350453172205438
14747,45429,18766,178,662,3592,4338,1981,4383,3632,4.86289033358201
14748,45430,5270,8,108,1090,1165,588,1312,999,4.925806451612903
14749,45431,18915,515,805,4169,4533,1465,3599,3829,4.678086174993392
14750,45432,10916,338,670,3002,2782,1280,1522,1322,4.268779772810554
14751,45433,1110,78,28,100,214,203,218,269,4.951351351351351
14752,45434,8660,88,40,1527,1555,812,2114,2524,5.2403002309468825
14753,45439,7098,405,587,2332,1806,700,873,395,3.8464356156663846
14754,45440,14732,198,327,2972,3029,1363,4008,2835,4.927504751561227
14755,45449,12729,256,793,4400,3635,1350,1624,671,3.988765810354309
14756,45458,22113,210,430,3260,4301,1743,6806,5363,5.207163207163207
14757,45459,20584,259,515,3434,4256,1614,5557,4949,5.0850174893120865
14758,45502,11548,208,557,3728,2585,1304,1699,1467,4.314946311049533
14759,45503,23038,548,2009,8448,5434,2223,2753,1623,3.934369302890876
14760,45504,11177,170,974,3473,2521,1075,1623,1341,4.2158897736423
14761,45505,13342,858,2233,5767,2748,852,626,258,3.255808724329186
14762,45506,8818,315,986,3423,2075,706,915,398,3.7040145157632116
14763,45601,40408,1406,4036,16232,8351,3345,4303,2735,3.7929617897446053
14764,45612,3294,315,410,1575,520,224,116,134,3.2465088038858534
14765,45613,2086,120,327,1060,268,77,116,118,3.3235858101629914
14766,45614,3443,221,336,1355,533,430,468,100,3.7025849549811207
14767,45616,989,74,207,477,144,24,47,16,3.042467138523761
14768,45617,197,0,0,197,0,0,0,0,3.0
14769,45618,7,0,0,4,0,0,3,0,4.285714285714286
14770,45619,5445,214,469,2417,943,540,490,372,3.750045913682278
14771,45620,686,41,133,302,158,19,25,8,3.1282798833819245
14772,45621,229,21,27,94,37,24,26,0,3.4104803493449776
14773,45622,103,9,25,31,12,9,9,8,3.4466019417475726
14774,45623,2068,90,178,1049,269,148,276,58,3.6126692456479685
14775,45624,0,0,0,0,0,0,0,0,
14776,45628,3487,51,306,1535,586,423,417,169,3.846286205907657
14777,45629,2079,88,244,908,437,164,178,60,3.538239538239538
14778,45630,72,0,10,25,37,0,0,0,3.3749999999999996
14779,45631,10560,500,1245,3983,1907,1017,1081,827,3.7809659090909093
14780,45634,1267,116,208,538,92,137,143,33,3.384372533543804
14781,45636,73,0,10,25,23,0,0,15,4.0
14782,45638,15235,637,1434,6813,3166,1052,1361,772,3.6388578930095172
14783,45640,11156,490,991,4454,2251,970,1407,593,3.789978486912872
14784,45642,0,0,0,0,0,0,0,0,
14785,45644,3595,62,283,1625,613,478,416,118,3.8016689847009735
14786,45645,1730,40,202,893,266,213,116,0,3.4381502890173414
14787,45646,301,12,0,171,103,0,15,0,3.4119601328903655
14788,45647,1808,127,57,1152,202,86,132,52,3.3689159292035398
14789,45648,9306,621,1498,3574,1606,675,794,538,3.5104233827638085
14790,45650,356,23,111,100,64,52,6,0,3.0814606741573036
14791,45651,4027,209,582,1812,630,317,293,184,3.4666004469828655
14792,45652,2519,59,316,1191,354,249,192,158,3.6454942437475184
14793,45653,2783,106,251,1040,541,369,246,230,3.8889687387711103
14794,45654,904,21,53,493,169,63,85,20,3.591814159292035
14795,45656,4484,252,389,2118,755,441,330,199,3.564228367528992
14796,45657,1328,54,280,682,132,54,75,51,3.211596385542169
14797,45658,1810,199,397,795,219,32,94,74,3.03646408839779
14798,45659,2004,125,412,839,207,181,121,119,3.3722554890219563
14799,45660,5050,263,578,2465,795,344,438,167,3.4675247524752475
14800,45661,4641,315,780,1730,900,360,411,145,3.4358974358974357
14801,45662,20480,938,2332,8474,4538,1325,1690,1183,3.62412109375
14802,45663,4306,101,367,1959,1013,370,326,170,3.6600092893636784
14803,45669,7345,77,655,2697,1593,764,919,640,4.038665759019741
14804,45671,231,13,20,122,39,20,12,5,3.3852813852813854
14805,45672,986,22,44,481,233,77,105,24,3.7200811359026367
14806,45673,221,0,27,178,0,16,0,0,3.0226244343891406
14807,45674,156,5,3,73,37,21,12,5,3.782051282051282
14808,45678,602,0,12,248,99,243,0,0,3.951827242524917
14809,45679,1826,87,112,929,252,157,174,115,3.6911281489594745
14810,45680,8717,248,1018,3830,1531,1013,720,357,3.645979121257313
14811,45681,1041,40,63,418,196,106,162,56,3.9365994236311237
14812,45682,1461,102,120,715,224,94,101,105,3.5550992470910336
14813,45684,1548,45,215,736,269,126,108,49,3.4754521963824287
14814,45685,655,11,29,316,101,103,50,45,3.894656488549618
14815,45686,2506,178,380,1165,314,304,100,65,3.2976855546687944
14816,45688,419,27,84,186,46,56,17,3,3.1980906921241052
14817,45690,10339,506,1140,3842,2155,905,948,843,3.7765741367637102
14818,45692,5583,324,835,2359,822,562,430,251,3.4938205265986033
14819,45693,5791,650,736,2434,955,376,397,243,3.316698324987049
14820,45694,8057,216,513,3509,1531,791,622,875,3.9350875015514455
14821,45695,477,20,124,230,37,22,20,24,3.153039832285115
14822,45696,1087,58,94,536,124,105,143,27,3.608095676172953
14823,45697,3494,205,320,1480,534,323,453,179,3.7226674298797944
14824,45698,213,7,48,114,19,18,5,2,3.075117370892018
14825,45701,15142,156,719,3320,2226,938,3093,4690,5.054550257561749
14826,45710,3941,36,243,1816,574,493,512,267,3.9766556711494543
14827,45711,881,24,75,356,225,73,90,38,3.7604994324631096
14828,45714,7030,176,718,2966,1272,823,730,345,3.7706970128022763
14829,45715,1577,47,97,592,369,214,213,45,3.9036144578313254
14830,45716,353,22,28,178,55,27,25,18,3.5212464589235126
14831,45719,750,30,126,302,199,29,44,20,3.377333333333333
14832,45721,34,20,0,14,0,0,0,0,1.823529411764706
14833,45723,2830,149,254,1435,420,264,180,128,3.5116607773851594
14834,45724,1567,71,183,769,271,85,154,34,3.4556477345245695
14835,45727,331,60,29,190,38,12,2,0,2.7552870090634443
14836,45729,950,0,46,301,232,165,137,69,4.266315789473684
14837,45732,3151,153,462,1317,596,310,163,150,3.487781656616947
14838,45734,328,24,6,166,103,0,26,3,3.4237804878048776
14839,45735,1167,13,84,421,218,160,124,147,4.189374464438732
14840,45740,321,0,64,169,63,11,13,1,3.1993769470404985
14841,45741,416,10,85,171,89,61,0,0,3.2548076923076925
14842,45742,2155,53,196,692,500,229,333,152,4.0501160092807424
14843,45743,1294,53,91,583,200,171,151,45,3.755795981452859
14844,45744,1950,24,76,803,533,208,174,132,3.9615384615384617
14845,45745,1064,0,60,614,77,132,121,60,3.830827067669173
14846,45746,344,7,56,216,34,28,3,0,3.0843023255813953
14847,45750,18782,306,1176,7192,3700,1971,2751,1686,4.110158662549249
14848,45760,2767,132,447,1131,463,268,189,137,3.5070473436935306
14849,45761,1310,74,78,547,174,144,123,170,3.980916030534351
14850,45764,6206,229,581,2647,1376,675,495,203,3.641959394134708
14851,45766,799,10,46,418,115,30,135,45,3.868585732165207
14852,45767,1669,31,208,705,304,166,212,43,3.703415218693829
14853,45768,1168,0,23,703,163,89,177,13,3.771404109589041
14854,45769,4909,194,685,2100,823,432,418,257,3.58993685068242
14855,45770,447,25,106,158,68,41,29,20,3.3601789709172256
14856,45771,2468,39,377,1062,455,273,161,101,3.5806320907617506
14857,45772,1240,62,187,412,298,125,105,51,3.6096774193548384
14858,45773,43,0,0,14,29,0,0,0,3.6744186046511627
14859,45775,940,8,187,302,176,100,45,122,3.846808510638298
14860,45776,480,7,32,97,152,122,38,32,4.2333333333333325
14861,45778,469,0,117,173,82,74,9,14,3.4179104477611943
14862,45779,537,29,39,187,120,76,58,28,3.858472998137802
14863,45780,2335,61,328,879,383,140,286,258,3.9006423982869385
14864,45782,340,14,53,140,72,24,24,13,3.4794117647058824
14865,45784,2288,32,105,1115,353,242,264,177,3.9475524475524475
14866,45786,2365,0,128,1267,365,352,181,72,3.7492600422832982
14867,45787,50,0,22,6,0,0,22,0,3.88
14868,45788,896,32,96,472,79,109,89,19,3.535714285714286
14869,45789,150,0,0,94,0,28,28,0,3.9333333333333336
14870,45801,14924,204,1913,5705,3390,1836,1129,747,3.7448405253283306
14871,45804,9949,407,1613,4271,1735,1183,496,244,3.4159211981103628
14872,45805,15239,354,785,5033,3629,1700,2156,1582,4.202966073889363
14873,45806,7691,53,412,2891,1737,949,952,697,4.1391236510206735
14874,45807,8628,150,325,3726,1535,1340,850,702,4.037088548910523
14875,45808,223,1,41,90,38,26,27,0,3.573991031390134
14876,45809,103,0,0,26,26,38,8,5,4.41747572815534
14877,45810,4098,48,362,1377,536,409,771,595,4.363836017569546
14878,45812,1336,63,140,782,171,84,65,31,3.293413173652694
14879,45813,2545,83,72,1334,447,237,259,113,3.751277013752455
14880,45814,2090,17,91,818,438,229,347,150,4.154066985645933
14881,45816,248,2,19,133,51,26,12,5,3.5483870967741935
14882,45817,4690,61,157,1441,892,418,928,793,4.5788912579957355
14883,45819,172,2,6,87,49,19,4,5,3.633720930232558
14884,45820,302,8,34,125,71,28,27,9,3.642384105960265
14885,45821,913,37,83,462,162,76,56,37,3.5180722891566263
14886,45822,13110,259,881,5898,2709,1330,1157,876,3.8348588863463005
14887,45826,292,4,7,139,24,52,30,36,4.188356164383562
14888,45827,1411,19,76,780,127,218,125,66,3.771084337349398
14889,45828,3964,72,215,1853,636,442,551,195,3.9066599394550954
14890,45830,3752,31,194,1604,700,585,384,254,4.007995735607675
14891,45831,2110,20,89,1189,405,161,198,48,3.655924170616114
14892,45832,1933,30,64,832,360,240,294,113,4.060527677185721
14893,45833,7349,119,451,3163,1312,973,857,474,3.9574091713158253
14894,45835,361,5,20,178,50,56,33,19,3.8504155124653736
14895,45836,890,7,39,497,141,85,76,45,3.7483146067415727
14896,45838,35,2,10,20,2,1,0,0,2.714285714285714
14897,45840,37802,629,2408,12546,7396,3739,6979,4105,4.284720385164806
14898,45841,611,2,25,289,95,54,80,66,4.109656301145663
14899,45843,2634,15,275,1248,494,232,205,165,3.7319665907365223
14900,45844,2208,29,46,953,324,330,353,173,4.1915760869565215
14901,45845,1941,8,68,894,239,263,271,198,4.17774343122102
14902,45846,2488,30,175,1288,331,284,244,136,3.7797427652733124
14903,45849,678,3,39,298,133,48,105,52,4.042772861356933
14904,45850,2370,45,96,1193,446,316,182,92,3.762025316455696
14905,45851,406,24,48,185,48,26,42,33,3.645320197044335
14906,45853,882,24,30,293,125,119,164,127,4.456916099773243
14907,45854,309,0,23,164,62,39,11,10,3.614886731391586
14908,45855,115,0,3,63,26,13,9,1,3.695652173913043
14909,45856,3274,138,244,1485,444,410,336,217,3.80024434941967
14910,45858,2005,43,133,895,386,226,193,129,3.8548628428927683
14911,45859,327,20,36,173,62,17,14,5,3.2507645259938838
14912,45860,1459,18,114,697,184,209,111,126,3.8834818368745716
14913,45861,130,5,20,72,15,5,8,5,3.3000000000000003
14914,45862,972,18,66,548,210,59,43,28,3.480452674897119
14915,45863,845,3,37,400,161,130,92,22,3.878106508875739
14916,45864,137,2,6,78,11,28,9,3,3.7007299270072997
14917,45865,3396,51,124,1348,451,411,600,411,4.322438162544169
14918,45866,111,0,0,51,29,24,6,1,3.891891891891892
14919,45867,777,4,51,326,175,69,125,27,3.9485199485199494
14920,45868,471,16,22,219,86,56,43,29,3.825902335456475
14921,45869,3149,0,78,1108,589,417,616,341,4.447126071768816
14922,45870,138,0,17,78,18,25,0,0,3.369565217391304
14923,45871,1353,25,44,463,252,175,271,123,4.339985218033998
14924,45872,2656,194,144,1284,462,224,219,129,3.5839608433734935
14925,45873,1497,13,169,739,291,79,87,119,3.6619906479625914
14926,45874,1696,35,140,890,271,138,176,46,3.6185141509433967
14927,45875,7597,161,422,2839,1294,1120,1044,717,4.15703567197578
14928,45876,490,2,2,193,99,85,69,40,4.285714285714286
14929,45877,1482,24,46,551,310,209,210,132,4.209176788124156
14930,45879,4046,147,365,1931,800,296,379,128,3.588729609490855
14931,45880,1879,30,148,920,331,164,227,59,3.7280468334220327
14932,45881,899,5,51,343,166,60,111,163,4.345939933259177
14933,45882,2029,23,168,1013,330,147,235,113,3.7723016264169544
14934,45883,2248,34,136,847,283,358,421,169,4.2161921708185055
14935,45884,75,0,8,52,15,0,0,0,3.0933333333333337
14936,45885,8654,199,619,4062,1630,834,879,431,3.767506355442569
14937,45886,361,2,18,155,75,55,51,5,3.930747922437673
14938,45887,2778,31,231,1209,593,387,233,94,3.7735781137509
14939,45888,134,8,4,77,26,11,1,7,3.4402985074626864
14940,45889,1024,0,60,354,224,108,169,109,4.2919921875
14941,45890,351,1,15,173,59,29,41,33,4.011396011396012
14942,45891,10168,232,776,4736,1846,834,1090,654,3.8025177025963806
14943,45894,472,2,35,207,86,88,24,30,3.8792372881355934
14944,45895,12206,179,667,5489,2623,1407,1120,721,3.8730132721612316
14945,45896,1251,8,60,555,222,153,192,61,4.016786570743406
14946,45897,36,0,14,22,0,0,0,0,2.611111111111111
14947,45898,652,15,101,298,133,47,37,21,3.4463190184049086
14948,45899,100,1,0,49,32,12,6,0,3.7199999999999998
14949,46001,7156,138,866,2997,1452,632,702,369,3.7205142537730573
