,ZIPCODE,Population 25 years and over,Less than 9th grade,"9th to 12th grade, no diploma",High school graduate (includes equivalency),"Some college, no degree",Associate's degree,Bachelor's degree,Graduate or professional degree,Score
14224,44112,15057,487,1887,5376,4225,930,1421,731,3.6914391977153485
14225,44113,15067,752,1867,2969,2548,669,3492,2770,4.464856972190881
14226,44114,4968,388,663,1098,831,236,855,897,4.2111513687600635
14227,44115,4214,151,747,950,966,279,565,556,4.042714760322734
14228,44116,15059,101,293,2322,2626,926,4655,4136,5.290457533700777
14229,44117,7365,279,822,2261,1946,533,941,583,3.9215207060420907
14230,44118,25272,304,1087,3901,4520,1905,6284,7271,5.1593463121240895
14231,44119,8996,234,731,3196,2013,823,1220,779,4.02667852378835
14232,44120,23976,679,2306,5853,5114,1874,3526,4624,4.42942942942943
14233,44121,21905,494,1031,4918,5495,1717,4731,3519,4.605980369778589
14234,44122,23811,436,675,3791,3875,1082,5749,8203,5.290999958002604
14235,44123,11393,388,728,3503,3177,1168,1586,843,4.065478802773633
14236,44124,28102,520,642,6179,5324,1703,7700,6034,4.931677460678955
14237,44125,19480,397,1774,7563,4808,1737,2078,1123,3.8439425051334704
14238,44126,11720,120,454,2643,2512,1050,3201,1740,4.747525597269625
14239,44127,2807,158,592,1037,652,172,163,33,3.252582828642679
14240,44128,19652,588,2210,7101,5579,1705,1631,838,3.704661103195604
14241,44129,20149,500,1278,7243,4519,2044,3317,1248,4.0557347759194
14242,44130,36960,762,2030,11518,8950,3362,6644,3694,4.266991341991343
14243,44131,15544,392,449,4553,3053,1116,3927,2054,4.547156459083891
14244,44132,9765,37,909,3365,2889,807,1241,517,3.9535074244751662
14245,44133,22350,487,956,5504,4704,2060,5460,3179,4.610290827740492
14246,44134,27800,748,1679,10386,6520,2790,3932,1745,3.996438848920863
14247,44135,19053,1105,2304,7306,4006,1394,1761,1177,3.644045557130111
14248,44136,18605,267,357,4475,3888,1292,4996,3330,4.821499596882559
14249,44137,15442,273,1555,5818,4040,1582,1481,693,3.7976945991451885
14250,44138,15769,67,412,4432,3831,1195,3835,1997,4.596042868920033
14251,44139,16587,172,407,2614,2359,966,5070,4999,5.3359257249653345
14252,44140,10727,100,211,1248,1531,546,4136,2955,5.4648084273328985
14253,44141,10163,74,117,1766,1955,588,3355,2308,5.180753714454394
14254,44142,13323,474,1019,5957,2975,1108,1257,533,3.685055918336711
14255,44143,18159,259,831,4415,3726,1296,4211,3421,4.722892229748334
14256,44144,15698,677,1700,5660,3866,1353,1763,679,3.7340425531914896
14257,44145,23961,206,635,4183,4249,2036,7546,5106,5.1007470472851715
14258,44146,21374,324,1296,7562,5749,2209,2489,1745,4.060634415645176
14259,44147,13492,229,220,3023,2561,1031,3917,2511,4.907797213163356
14260,44149,13906,131,322,3068,2486,1025,4338,2536,4.949518193585503
14261,44201,4807,104,330,2046,893,436,734,264,3.9330143540669855
14262,44202,14024,217,368,2897,2630,787,4531,2594,4.951725613234455
14263,44203,28847,784,3178,11836,4790,2853,3800,1606,3.8172080285644956
14264,44212,30305,403,1480,9854,6937,3237,5864,2530,4.281537700049497
14265,44214,1574,15,101,765,299,93,236,65,3.8398983481575604
14266,44215,1626,30,128,731,330,79,233,95,3.8480934809348097
14267,44216,6984,86,240,2731,1477,842,1110,498,4.155641466208476
14268,44217,2648,97,137,1347,459,212,319,77,3.686178247734139
14269,44221,20953,256,1014,6682,4681,2269,4186,1865,4.322531379754689
14270,44223,13131,168,283,3622,2819,1329,3282,1628,4.615718528672607
14271,44224,27609,344,801,6061,4905,2285,8483,4730,4.8963019305299
14272,44230,6142,137,313,2283,1220,512,1059,618,4.189514816020839
14273,44231,6238,454,297,2852,1089,360,739,447,3.738858608528374
14274,44233,5611,0,110,1659,1087,517,1524,714,4.682231331313491
14275,44234,2599,64,75,773,468,223,562,434,4.590227010388611
14276,44235,1149,104,95,359,151,160,208,72,3.939947780678851
14277,44236,17656,160,343,1975,2000,1211,6579,5388,5.551427276846399
14278,44240,23117,130,1200,6065,5277,1312,4427,4706,4.667430895012329
14279,44241,11477,173,745,3626,2534,1006,2130,1263,4.297987278905638
14280,44243,97,0,0,0,49,0,23,25,5.24742268041237
14281,44250,854,0,167,378,169,113,27,0,3.3618266978922717
14282,44251,694,3,22,124,132,69,215,129,5.021613832853026
14283,44253,2333,86,161,1038,370,196,308,174,3.8782683240462923
14284,44254,3627,110,309,1812,707,237,271,181,3.6035290874000556
14285,44255,5869,34,671,2738,910,610,585,321,3.754813426478105
14286,44256,43703,488,1226,12314,8443,3822,11452,5958,4.6491545202846485
14287,44260,9031,166,412,3922,1698,472,1675,686,4.070424094784631
14288,44262,3827,46,124,1313,627,225,988,504,4.526260778677816
14289,44264,2130,23,33,353,473,233,632,383,5.013145539906104
14290,44265,0,0,0,0,0,0,0,0,
14291,44266,23598,603,1638,10366,4481,2024,2805,1681,3.88244766505636
14292,44270,5959,208,623,2552,1173,399,764,240,3.7021312300721596
14293,44272,3478,46,174,1416,658,328,577,279,4.119896492236919
14294,44273,5193,38,251,2150,1221,449,810,274,4.024070864625457
14295,44274,191,0,1,178,1,0,0,11,3.2303664921465964
14296,44275,2376,25,136,1202,439,166,254,154,3.826178451178451
14297,44276,1138,12,98,503,244,130,91,60,3.7864674868189807
14298,44278,12660,183,533,3751,2987,1064,2786,1356,4.421642969984202
14299,44280,3491,20,163,1333,703,303,803,166,4.197078201088513
14300,44281,22046,173,656,5876,4688,2196,5581,2876,4.647691191145786
14301,44285,18,0,0,12,0,0,0,6,4.333333333333333
14302,44286,4577,46,146,980,792,445,1260,908,4.934891850557133
14303,44287,4887,100,416,2338,945,454,445,189,3.6809903826478414
14304,44288,2322,67,292,1218,359,164,159,63,3.4263565891472862
14305,44301,10184,201,868,3539,2794,768,1529,485,3.9413786331500393
14306,44302,3452,56,207,1013,980,233,707,256,4.237543453070684
14307,44303,6017,87,175,1118,1214,395,1517,1511,5.03589828818348
14308,44304,1509,34,116,417,269,127,268,278,4.494367130550033
14309,44305,15472,499,1689,5938,3579,1446,1739,582,3.732225956566701
14310,44306,12889,384,1661,5114,3320,1057,1020,333,3.5739002249980603
14311,44307,4342,123,553,1562,1104,591,206,203,3.6718102257024414
14312,44308,553,16,96,228,107,13,45,48,3.600361663652803
14313,44310,18052,2105,2151,6970,2899,1413,1768,746,3.423886549966763
14314,44311,4021,325,771,1287,1018,322,217,81,3.30241233523999
14315,44312,22231,652,1642,8981,4919,2039,2786,1212,3.866222841977419
14316,44313,18070,186,610,3617,3405,1674,5498,3080,4.913945766463752
14317,44314,13226,456,1493,5831,2678,1608,808,352,3.5535309239376986
14318,44319,16753,329,862,5697,3501,1501,3364,1499,4.257744881513759
14319,44320,14191,337,1280,4863,3950,1278,1683,800,3.902050595447819
14320,44321,11103,154,218,2294,1633,777,3290,2737,5.114653697198955
14321,44333,13642,92,325,2660,2474,973,4114,3004,5.072203489224454
14322,44401,2214,14,85,1102,492,174,268,79,3.8342366757000903
14323,44402,2421,93,152,1189,429,142,320,96,3.7100371747211898
14324,44403,2901,25,238,1322,411,267,357,281,3.9831092726645987
14325,44404,1043,14,31,444,196,73,218,67,4.1553211888782355
14326,44405,5277,212,603,2317,1334,296,356,159,3.4932726928178894
14327,44406,16145,93,392,4531,2856,1221,4092,2960,4.786063796841127
14328,44408,7317,193,261,2963,1281,686,1277,656,4.156348230148968
14329,44410,13192,280,714,5735,2329,909,2048,1177,4.040403274711947
14330,44411,1526,23,119,783,242,191,85,83,3.6854521625163827
14331,44412,1700,19,103,747,364,189,210,68,3.8841176470588232
14332,44413,4993,112,459,2183,969,556,525,189,3.7468455838173442
14333,44417,1146,38,73,500,129,131,198,77,3.9982547993019195
14334,44418,1140,24,77,569,204,72,129,65,3.7631578947368425
14335,44420,10804,206,1143,4557,1777,858,1437,826,3.8842095520177713
14336,44423,1700,43,140,855,280,163,119,100,3.6688235294117644
14337,44425,10781,55,574,4523,2365,786,1595,883,4.073184305723031
14338,44427,922,74,77,478,93,55,77,68,3.521691973969631
14339,44428,2271,65,159,1258,304,213,182,90,3.593130779392338
14340,44429,2019,42,163,977,318,145,255,119,3.7934621099554233
14341,44430,3647,66,658,1913,634,152,116,108,3.254455717027694
14342,44431,3368,76,264,1645,659,234,340,150,3.692102137767221
14343,44432,10248,451,977,4883,2105,850,645,337,3.5082943013270884
14344,44436,2668,62,178,1132,666,226,264,140,3.8125937031484254
14345,44437,3122,114,188,1294,627,347,363,189,3.8808456117873162
14346,44438,3118,29,253,1856,337,270,308,65,3.561257216164208
14347,44439,117,12,4,24,54,0,18,5,3.854700854700855
14348,44440,3728,247,239,1559,620,305,594,164,3.7872854077253217
14349,44441,1270,1,46,503,283,91,264,82,4.210236220472441
14350,44442,2839,9,133,1214,557,275,404,247,4.111659034871433
14351,44443,1144,26,50,537,162,118,146,105,4.008741258741259
14352,44444,6869,141,442,3859,1257,435,453,282,3.5663124181103507
14353,44445,2671,84,277,1232,504,260,232,82,3.6001497566454512
14354,44446,13995,374,1150,6484,2579,1082,1674,652,3.7484816005716333
14355,44449,907,0,95,462,153,87,77,33,3.6560088202866594
14356,44450,1253,132,134,581,177,48,133,48,3.3719074221867515
14357,44451,2222,19,154,1051,467,111,289,131,3.84968496849685
14358,44452,2657,53,147,959,588,231,438,241,4.157320286036883
14359,44454,616,0,0,376,70,45,75,50,3.949675324675325
14360,44455,1214,7,163,615,226,75,68,60,3.5296540362438225
14361,44460,18000,410,1610,7637,3368,1581,2303,1091,3.8540555555555556
14362,44470,2791,153,148,1294,443,211,326,216,3.8072375492654964
14363,44471,7386,168,412,3360,1595,621,1039,191,3.808285946385053
14364,44473,2693,18,185,1191,554,230,338,177,3.933902710731526
14365,44481,7105,127,589,3513,1317,389,777,393,3.725545390570021
14366,44483,17244,369,1642,7489,3480,1233,2232,799,3.7804453723034097
14367,44484,15320,299,846,6167,3148,1018,2467,1375,4.086227154046997
14368,44485,10646,328,1238,5154,2036,823,849,218,3.48910388878452
14369,44490,646,12,100,310,87,47,70,20,3.5371517027863777
14370,44491,1898,503,111,757,276,96,121,34,2.920969441517387
14371,44493,29,0,0,14,0,0,15,0,4.551724137931035
14372,44502,5652,184,717,2374,1471,406,357,143,3.5026539278131636
14373,44503,933,29,92,507,161,43,92,9,3.438370846730975
14374,44504,3172,66,294,1100,718,201,399,394,4.093001261034048
14375,44505,12908,719,1649,4873,2766,730,1328,843,3.6581189959714906
14376,44506,1876,200,278,753,306,140,161,38,3.2894456289978677
14377,44507,3387,207,763,1290,676,229,184,38,3.1951579568940067
14378,44509,8045,219,901,3722,1873,481,632,217,3.529521441889373
14379,44510,1598,68,218,724,383,138,60,7,3.3210262828535675
14380,44511,14490,287,1020,4935,3525,1246,2519,958,4.091235334713596
14381,44512,23975,327,809,7652,5613,1942,4981,2651,4.400667361835245
14382,44514,16410,208,502,4713,3280,1159,4232,2316,4.623400365630713
14383,44515,18974,260,1063,7960,4001,1376,2841,1473,4.032201960577632
14384,44601,22827,402,2101,10331,4594,1384,2536,1479,3.7877075393174753
14385,44606,4302,1615,359,1202,424,251,354,97,2.7180381218038123
14386,44607,100,25,0,14,28,0,33,0,3.77
14387,44608,1566,202,107,865,156,68,125,43,3.209450830140485
14388,44609,2754,35,147,1362,484,242,287,197,3.8714596949891065
14389,44610,160,36,9,115,0,0,0,0,2.49375
14390,44611,1451,151,152,726,251,70,81,20,3.1791867677463816
14391,44612,3982,129,116,1626,901,400,553,257,4.008036162732295
14392,44613,1435,59,134,834,222,81,94,11,3.319163763066202
14393,44614,9152,125,283,2822,1981,1470,1564,907,4.388548951048951
14394,44615,7410,276,636,3471,1407,577,611,432,3.665856950067477
14395,44618,4199,575,345,1559,529,327,531,333,3.6222910216718267
14396,44620,1341,15,54,714,286,101,89,82,3.7449664429530203
14397,44621,3079,91,261,1546,565,366,152,98,3.5527768756089637
14398,44622,12667,609,792,5184,2264,855,1740,1223,3.9533433330701824
14399,44624,2993,1420,172,837,342,107,100,15,2.2996992983628464
14400,44625,1177,57,51,445,334,109,131,50,3.832625318606627
14401,44626,2194,37,105,978,531,211,262,70,3.838650865998177
14402,44627,3380,2248,198,560,133,82,93,66,1.8597633136094676
14403,44628,695,2,67,388,118,57,53,10,3.5179856115107913
14404,44629,1723,5,170,746,396,87,244,75,3.825304701102728
14405,44632,6945,170,364,2552,1387,652,1245,575,4.155075593952484
14406,44633,1618,470,99,700,139,13,90,107,2.891223733003708
14407,44634,1592,101,34,806,277,81,201,92,3.7374371859296485
14408,44637,1973,156,211,1041,366,105,74,20,3.1799290420679167
14409,44638,938,69,96,395,178,46,137,17,3.5490405117270787
14410,44640,147,0,2,77,38,6,3,21,3.9591836734693877
14411,44641,14431,214,740,6299,3145,1239,1867,927,3.953780056822119
14412,44643,2417,55,270,1072,579,144,151,146,3.630533719486967
14413,44644,3527,63,134,1458,684,456,479,253,4.073149985823646
14414,44645,1683,42,106,776,276,133,266,84,3.882947118241236
14415,44646,32469,682,1747,11785,7592,2636,5302,2725,4.125966306322955
14416,44647,13499,232,976,6404,2934,1026,1110,817,3.7514630713386174
14417,44651,438,27,17,243,59,71,6,15,3.474885844748858
14418,44652,32,0,16,16,0,0,0,0,2.5
14419,44653,438,10,42,235,68,32,42,9,3.5296803652968034
14420,44654,12144,4232,860,3849,1363,525,943,372,2.7863965744400527
14421,44656,2193,19,142,1229,297,165,272,69,3.7017783857729136
14422,44657,6729,167,584,3058,1439,564,566,351,3.7060484470203594
14423,44659,90,20,5,37,15,0,13,0,3.1
14424,44661,100,9,5,58,14,6,7,1,3.2799999999999994
14425,44662,6810,453,567,2991,1292,534,618,355,3.611013215859031
14426,44663,17228,720,1484,7964,3201,1122,1782,955,3.6783724169955883
14427,44666,1886,0,124,958,335,176,228,65,3.7990455991516434
14428,44667,9230,453,564,3808,1453,714,1382,856,3.973022751895991
14429,44669,980,45,55,465,171,73,123,48,3.7479591836734696
14430,44670,124,0,0,90,21,0,7,6,3.5322580645161294
14431,44671,202,18,60,73,36,0,0,15,3.0
14432,44672,3322,86,389,1623,504,265,299,156,3.6002408187838655
14433,44675,1528,24,106,927,226,71,102,72,3.5287958115183247
14434,44676,2955,113,248,1474,565,166,299,90,3.568527918781726
14435,44677,1695,35,98,720,273,111,274,184,4.112094395280236
14436,44678,264,0,28,173,63,0,0,0,3.1325757575757573
14437,44680,3212,95,212,1468,463,325,413,236,3.9009962640099625
14438,44681,4614,1550,326,1475,402,255,344,262,2.9059384482011272
14439,44682,746,0,54,470,104,34,71,13,3.513404825737265
14440,44683,5868,250,810,2973,883,381,323,248,3.3912747102931156
14441,44685,18775,113,655,5340,4338,1431,4330,2568,4.57555259653795
14442,44687,275,55,21,120,42,14,6,17,3.090909090909091
14443,44688,2180,92,110,1292,376,81,156,73,3.4605504587155966
14444,44689,465,115,54,174,84,25,11,2,2.765591397849463
14445,44690,197,20,10,92,64,11,0,0,3.1827411167512687
14446,44691,30415,901,1893,11559,5898,2067,4718,3379,4.11809962189709
14447,44693,34,2,0,20,0,7,5,0,3.7352941176470584
14448,44695,1206,45,139,668,195,53,96,10,3.3316749585406304
14449,44697,166,0,0,47,42,11,53,13,4.656626506024096
14450,44699,604,71,46,325,75,13,33,41,3.2913907284768213
14451,44702,888,43,189,378,164,38,19,57,3.2815315315315314
14452,44703,5454,263,551,2079,1469,330,423,339,3.674184085075174
14453,44704,2100,91,229,866,551,170,162,31,3.519047619047619
14454,44705,12268,545,1364,5394,3069,749,656,491,3.492745353765895
14455,44706,12033,384,1325,5144,2726,1139,878,437,3.606083271004737
14456,44707,5552,313,562,2425,1573,395,239,45,3.3731988472622474
14457,44708,18556,608,997,6500,4211,1573,2896,1771,4.1271825824531145
14458,44709,13375,547,737,4132,3125,1287,2125,1422,4.191102803738318
14459,44710,6415,129,505,2761,1983,429,390,218,3.6422447388932193
14460,44714,5991,105,456,2142,1324,643,956,365,4.046903688866633
14461,44718,8818,43,339,2126,1700,877,2244,1489,4.782376956225901
14462,44720,27785,179,967,7584,6168,2544,6364,3979,4.617383480295123
14463,44721,9634,81,202,2821,1926,893,2276,1435,4.652065600996471
14464,44730,4265,147,378,1921,945,308,410,156,3.643141852286049
14465,44802,675,43,15,342,88,83,73,31,3.734814814814815
14466,44804,709,2,20,292,233,73,44,45,3.940761636107193
14467,44805,21296,652,1420,8453,3826,1555,3436,1954,4.0488354620586025
14468,44807,1525,3,91,891,263,191,42,44,3.557377049180328
14469,44809,257,6,15,77,21,79,45,14,4.334630350194552
14470,44811,8672,75,429,3808,2016,883,952,509,3.933464022140221
14471,44813,5911,509,480,2207,1294,399,664,358,3.679749619353747
14472,44814,1943,41,122,805,355,215,250,155,4.0041173443129185
14473,44815,434,7,14,228,94,55,23,13,3.6843317972350227
14474,44816,16,0,0,16,0,0,0,0,3.0
14475,44817,975,23,29,414,218,69,143,79,4.052307692307692
14476,44818,1711,8,105,873,311,185,118,111,3.7936879018118064
14477,44820,12696,249,981,5764,2534,1380,1124,664,3.775283553875236
14478,44822,1722,85,106,799,257,167,270,38,3.741579558652729
14479,44824,2770,7,207,1324,410,329,318,175,3.9028880866425992
14480,44825,60,0,0,41,15,4,0,0,3.3833333333333333
14481,44826,1354,13,87,789,256,57,101,51,3.564254062038405
14482,44827,4743,136,453,2224,730,546,440,214,3.690069576217584
14483,44828,48,3,8,16,14,0,7,0,3.4375
14484,44830,12635,338,1045,6218,2530,1064,954,486,3.612821527502968
14485,44833,11743,298,897,5429,2441,996,1123,559,3.7276675466235205
14486,44836,1643,72,116,891,248,196,92,28,3.4674376141205117
14487,44837,2816,212,219,1482,305,287,239,72,3.4406960227272725
14488,44838,188,3,11,100,30,12,19,13,3.7765957446808507
14489,44839,9379,215,345,3147,2075,738,1723,1136,4.331591854142232
14490,44840,1767,21,82,800,277,203,281,103,4.026598754951896
14491,44841,443,0,9,252,105,35,26,16,3.695259593679458
14492,44842,3855,155,420,1661,780,295,351,193,3.6394293125810635
14493,44843,1446,7,92,663,314,112,146,112,3.9114799446749657
14494,44844,309,9,11,115,79,33,62,0,3.977346278317152
14495,44846,2326,37,75,849,474,264,310,317,4.311693895098882
14496,44847,2409,21,112,1414,402,190,200,70,3.6259858862598593
14497,44849,1788,48,121,808,331,213,194,73,3.79082774049217
14498,44850,35,0,0,28,0,7,0,0,3.4000000000000004
14499,44851,3028,75,300,1416,689,286,169,93,3.5581241743725225
14500,44853,965,0,36,525,203,79,83,39,3.756476683937824
14501,44854,1100,7,39,533,168,172,113,68,3.972727272727272
14502,44855,881,18,74,566,85,50,70,18,3.4052213393870603
14503,44856,216,1,24,132,37,6,16,0,3.3287037037037033
14504,44857,16054,580,1274,7134,2943,1581,1465,1077,3.7707736389684814
14505,44859,1355,102,140,593,145,88,83,204,3.7690036900369
14506,44861,47,0,14,27,0,0,0,6,3.212765957446808
14507,44864,2550,88,195,1206,385,186,256,234,3.8196078431372555
14508,44865,2128,154,248,978,408,105,161,74,3.3952067669172927
14509,44866,1276,117,116,629,185,59,148,22,3.380094043887147
14510,44867,1788,5,47,908,367,197,160,104,3.8948545861297537
14511,44870,27457,773,2064,10213,6172,2970,3484,1781,3.949776013402775
14512,44874,211,13,18,99,38,13,18,12,3.578199052132702
14513,44875,9616,331,918,4054,1780,988,992,553,3.7658069883527454
14514,44878,1835,234,211,773,236,129,186,66,3.3471389645776566
14515,44880,2002,177,172,957,323,100,141,132,3.4735264735264737
14516,44881,0,0,0,0,0,0,0,0,
14517,44882,2014,108,143,852,330,179,251,151,3.837140019860973
14518,44883,18589,482,1116,7685,3899,1837,2260,1310,3.942116305341869
14519,44887,620,11,54,310,119,64,60,2,3.5790322580645157
14520,44889,4924,258,228,2126,890,505,555,362,3.86697806661251
14521,44890,7375,395,643,3558,1212,533,768,266,3.5712542372881355
14522,44901,2172,120,762,617,552,93,21,7,2.920349907918969
14523,44902,2977,179,310,1531,733,139,77,8,3.20356063150823
14524,44903,16512,380,1333,6490,3585,1552,1903,1269,3.9315043604651168
14525,44904,9492,131,406,3399,2040,840,1741,935,4.265802781289507
14526,44905,9853,217,1391,4458,2178,852,557,200,3.4595554653405056
14527,44906,11826,486,1336,4299,2256,872,1717,860,3.8695247759174696
14528,44907,10482,314,962,4085,2285,831,1466,539,3.8501240221331807
14529,45001,515,17,98,247,60,58,24,11,3.3106796116504857
14530,45002,8963,233,527,2932,1681,775,2017,798,4.280932723418498
14531,45003,359,15,45,123,80,43,39,14,3.7353760445682447
14532,45005,21115,615,1977,8780,4187,2078,2225,1253,3.796732180914042
14533,45011,45512,1318,3508,15709,8754,4020,7670,4533,4.137985586219019
14534,45013,36181,880,2618,14091,8272,2340,5558,2422,3.96558967413836
14535,45014,29975,1130,1783,10268,6063,2840,5303,2588,4.132977481234362
14536,45015,7482,315,747,3276,1775,580,593,196,3.550788559208768
14537,45030,13423,267,901,4940,2618,1647,2113,937,4.085003352454742
14538,45032,226,4,10,96,74,13,24,5,3.769911504424779
14539,45033,183,0,48,103,28,4,0,0,2.9344262295081966
14540,45034,857,0,105,210,120,122,169,131,4.505250875145857
14541,45036,26931,583,2373,8909,5162,2309,5339,2256,4.161561026326538
14542,45039,16536,173,208,3133,3521,1434,5249,2818,4.98681664247702
14543,45040,35922,466,593,5792,4295,2613,12941,9222,5.330243304938477
14544,45041,37,0,13,13,0,0,0,11,3.837837837837838
14545,45042,18608,642,1733,7166,3945,1314,2572,1236,3.8714531384350814
14546,45044,34549,1006,3352,11504,6607,3068,5684,3328,4.092448406610901
14547,45050,5884,98,142,1660,1463,377,1436,708,4.532800815771584
14548,45051,174,30,11,51,7,0,40,35,4.126436781609195
14549,45052,2773,60,157,1002,401,299,541,313,4.297151099891813
14550,45053,2404,42,126,955,391,270,344,276,4.188435940099834
14551,45054,1962,28,71,581,294,283,455,250,4.579001019367992
14552,45056,9949,130,670,2174,1628,780,2135,2432,4.84852749020002
14553,45062,465,9,23,289,47,22,43,32,3.66021505376344
14554,45064,2204,100,298,892,447,167,219,81,3.573502722323049
14555,45065,3525,100,262,927,283,250,1336,367,4.644539007092199
14556,45066,16000,235,317,2904,2162,1416,5212,3754,5.1786875
14557,45067,9306,216,507,3931,2228,882,1133,409,3.869116698903933
14558,45068,7669,189,372,2429,1334,557,1639,1149,4.461859434085278
14559,45069,34879,609,1058,6746,5942,2329,11225,6970,5.0034691361564265
14560,45070,110,1,14,65,22,8,0,0,3.2000000000000006
14561,45101,1643,138,170,750,360,98,92,35,3.3201460742544127
14562,45102,15796,586,1369,5446,3041,1757,2565,1032,4.00259559382122
14563,45103,21838,506,1562,7412,4435,2309,3939,1675,4.144610312299661
14564,45106,8291,316,843,3998,1289,729,735,381,3.6031841756121095
14565,45107,6559,225,559,2926,1214,670,631,334,3.7278548559231592
14566,45111,256,6,9,72,47,17,56,49,4.65625
14567,45112,54,7,17,18,7,0,5,0,2.833333333333333
14568,45113,2520,46,178,1113,656,192,238,97,3.7428571428571433
14569,45115,110,0,28,74,0,8,0,0,2.890909090909091
14570,45118,2554,69,198,1143,582,217,234,111,3.7149569303054033
14571,45120,1980,170,325,681,324,116,166,198,3.5964646464646464
14572,45121,6239,153,623,2651,1323,447,594,448,3.7792915531335147
14573,45122,7303,407,704,3170,1792,503,486,241,3.506914966452143
14574,45123,6082,229,708,3079,955,405,347,359,3.505754685958566
14575,45130,2876,108,344,1614,447,204,111,48,3.285118219749653
14576,45131,166,14,33,71,25,9,12,2,3.1566265060240966
14577,45132,224,5,30,105,56,16,8,4,3.392857142857143
14578,45133,16335,798,2107,6993,2779,1381,1247,1030,3.593755739210285
14579,45135,3221,138,275,1595,602,259,232,120,3.5417572182552
14580,45140,38130,426,1207,8643,7206,2988,10984,6676,4.856254917387884
14581,45142,2459,20,157,1159,507,306,188,122,3.8027653517690116
14582,45144,2942,181,504,1169,425,185,293,185,3.526172671651937
14583,45145,19,0,19,0,0,0,0,0,2.0
14584,45146,960,11,90,484,199,78,70,28,3.5885416666666665
14585,45147,116,0,0,55,36,0,17,8,4.025862068965517
14586,45148,969,71,99,481,123,132,48,15,3.361197110423116
14587,45150,22625,542,1217,6726,4516,2096,4644,2884,4.408839779005525
14588,45152,7445,162,326,2111,1317,795,1936,798,4.512021490933512
14589,45153,1314,105,191,367,288,230,54,79,3.627853881278539
14590,45154,5806,318,515,2508,1143,613,400,309,3.6293489493627287
14591,45155,243,10,41,120,34,23,15,0,3.263374485596708
14592,45156,53,3,9,13,6,6,16,0,3.9622641509433962
14593,45157,6879,251,569,2865,1081,495,1018,600,3.9382177642099143
14594,45158,253,0,65,106,49,16,17,0,3.2648221343873516
14595,45159,2423,148,66,1181,644,128,178,78,3.571192736277342
14596,45160,674,39,114,341,64,38,67,11,3.2863501483679523
14597,45162,1928,50,134,817,421,149,260,97,3.857365145228216
14598,45164,153,3,25,65,33,13,13,1,3.4640522875816995
14599,45166,38,0,0,21,17,0,0,0,3.447368421052632
14600,45167,2739,55,297,1171,495,211,324,186,3.8127053669222346
14601,45168,1093,35,91,598,183,87,75,24,3.4730100640439163
14602,45169,3196,60,351,1434,654,230,355,112,3.6745932415519396
14603,45171,3987,62,383,1669,805,339,593,136,3.8274391773263106
14604,45172,85,0,3,36,24,15,6,1,3.8588235294117648
14605,45174,1481,3,35,48,111,52,664,568,5.9966239027684
14606,45176,6567,325,595,2883,1289,511,572,392,3.6624029237094566
14607,45177,15041,526,1109,5357,3197,1189,2388,1275,4.042350907519447
14608,45202,10941,171,639,1452,1320,533,3865,2961,5.270724796636505
14609,45203,1433,15,224,426,285,48,229,206,4.143056524773203
14610,45204,3563,198,795,996,799,97,421,257,3.587426326129666
14611,45205,10870,828,1732,3616,2045,907,1286,456,3.5660533578656852
14612,45206,8214,206,984,1434,1692,504,2006,1388,4.567324080837595
14613,45207,3478,86,441,1182,955,218,401,195,3.7938470385278897
14614,45208,13616,70,129,839,1060,540,5350,5628,5.969521151586369
14615,45209,8401,156,207,1015,1217,435,3262,2109,5.355671943816213
14616,45211,24757,994,1851,7945,6140,2196,3705,1926,4.030496425253464
14617,45212,15146,427,1582,4332,2737,1203,3162,1703,4.2547867423742245
14618,45213,9279,229,659,1570,1994,897,2324,1606,4.7315443474512335
14619,45214,4826,175,895,1527,1322,340,390,177,3.5460008288437628
14620,45215,20907,646,1350,6504,3770,1492,3909,3236,4.376715932462812
14621,45216,6082,451,815,2281,1311,540,474,210,3.482735942124301
14622,45217,4701,91,474,1603,1123,370,674,366,3.9982982344182085
14623,45218,2652,43,78,517,627,483,603,301,4.674962292609352
14624,45219,5479,123,475,1277,1140,405,1160,899,4.515787552473079
14625,45220,8640,212,430,895,1057,485,2562,2999,5.413773148148149
14626,45223,8127,298,755,1823,1545,598,1824,1284,4.4763135228251505
14627,45224,15050,317,1094,4337,3077,1277,2910,2038,4.381063122923588
14628,45225,4794,334,990,1486,1363,344,177,100,3.2761785565289947
14629,45226,3737,39,164,386,398,127,1545,1078,5.503880117741504
14630,45227,13310,168,614,2824,2514,1344,3615,2231,4.80473328324568
14631,45229,8634,468,1064,2765,1682,555,1120,980,3.934908501274033
14632,45230,19094,100,620,3516,3649,1857,5947,3405,4.990363464962815
14633,45231,27336,705,1494,9126,6682,2802,4289,2238,4.141388645010243
14634,45232,3283,123,559,1059,632,374,351,185,3.721291501675297
14635,45233,11089,185,496,2997,1964,1056,2897,1494,4.612138154928307
14636,45236,18122,344,830,4681,3592,1579,4467,2629,4.6084869219732925
14637,45237,14150,622,1464,4395,3373,1164,2114,1018,3.9474911660777385
14638,45238,30498,694,2402,11183,5933,3052,5082,2152,4.052560823660568
14639,45239,20097,863,1517,6800,4238,2354,2841,1484,4.003234313579141
14640,45240,17475,596,1157,5200,4051,1677,3251,1543,4.200629470672389
14641,45241,17964,427,782,4035,2958,892,5367,3503,4.849198396793588
